MovieID,Title,Genres,ImdbID,Links,title,year,description,duration,director,writer,stars,ratings
3429,Creature Comforts (1990),Animation|Comedy,99317,https://www.imdb.com/title/tt0099317/,Creature Comforts,1989,A humourous and thought provoking view of what animals in zoos might be thinking about their captivity and surroundings.,5m,['Nick Park'],['Nick Park'],['Julie Sedgewick'],7.7
3430,Death Wish (1974),Action|Crime|Drama,71402,https://www.imdb.com/title/tt0071402/,Death Wish,1974,"A New York City architect becomes a one-man vigilante squad after his wife is murdered by street punks. In self-defense, the vengeful man kills muggers on the mean streets after dark.",1h 33m,['Michael Winner'],"['Brian Garfield', 'Wendell Mayes', 'Gerald Wilson']","['Charles Bronson', 'Hope Lange', 'Vincent Gardenia']",6.9
3431,Death Wish II (1982),Action|Drama,82250,https://www.imdb.com/title/tt0082250/,Death Wish II,1982,"Architect Paul Kersey once again becomes a vigilante when he tries to find the five street punks who murdered his daughter and housekeeper, this time on the dark streets of Los Angeles.",1h 29m,['Michael Winner'],"['David Engelbach', 'Brian Garfield', 'Michael Winner']","['Charles Bronson', 'Jill Ireland', 'Vincent Gardenia']",5.9
3432,Death Wish 3 (1985),Action|Drama,89003,https://www.imdb.com/title/tt0089003/,Death Wish 3,1985,Architect/vigilante Paul Kersey arrives back in New York City and is forcibly recruited by a crooked police chief to fight street crime caused by a large gang terrorizing the neighborhoods.,1h 32m,['Michael Winner'],"['Don Jakoby', 'Brian Garfield']","['Charles Bronson', 'Deborah Raffin', 'Ed Lauter']",5.8
3433,Death Wish 4: The Crackdown (1987),Action|Drama,92857,https://www.imdb.com/title/tt0092857/,Death Wish 4: The Crackdown,1987,Architect/vigilante Paul Kersey takes on the members of a vicious Los Angeles drug cartel to stop the flow of drugs after his girlfriend's daughter dies from an overdose.,1h 39m,['J. Lee Thompson'],"['Brian Garfield', 'Gail Morgan Hickman']","['Charles Bronson', 'Kay Lenz', 'John P. Ryan']",5.4
3434,Death Wish V: The Face of Death (1994),Action|Drama,109578,https://www.imdb.com/title/tt0109578/,Death Wish: The Face of Death,1994,"Paul Kersey is back at working vigilante justice when his fiancÃ©e, Olivia, has her business threatened by mobsters.",1h 35m,['Allan A. Goldstein'],"['Brian Garfield', 'Michael Colleary', 'Allan A. Goldstein']","['Charles Bronson', 'Lesley-Anne Down', 'Michael Parks']",4.8
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,36775,https://www.imdb.com/title/tt0036775/,Double Indemnity,1944,"A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator.",1h 47m,['Billy Wilder'],"['Billy Wilder', 'Raymond Chandler', 'James M. Cain']","['Fred MacMurray', 'Barbara Stanwyck', 'Edward G. Robinson']",8.3
3436,Dying Young (1991),Drama|Romance,101787,https://www.imdb.com/title/tt0101787/,Dying Young,1991,A nurse falls in love with a terminally ill man.,1h 51m,['Joel Schumacher'],"['Marti Leimbach', 'Richard Friedenberg']","['Julia Roberts', 'Campbell Scott', ""Vincent D'Onofrio""]",6.0
3437,Cool as Ice (1991),Drama,101615,https://www.imdb.com/title/tt0101615/,Cool as Ice,1991,A rapper gets stuck in a small town and falls for a local girl whose family is in witness protection.,1h 31m,['David Kellogg'],['David Stenn'],"['Vanilla Ice', 'Kristin Minter', 'Naomi Campbell']",2.8
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,100758,https://www.imdb.com/title/tt0100758/,Teenage Mutant Ninja Turtles,1990,Four teenage mutant ninja turtles emerge from the shadows to protect New York City from a gang of criminal ninjas.,1h 33m,['Steve Barron'],"['Kevin Eastman', 'Peter Laird', 'Bobby Herbeck']","['Judith Hoag', 'Elias Koteas', 'Josh Pais']",6.7
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,103060,https://www.imdb.com/title/tt0103060/,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,"The Turtles and the Shredder battle once again, this time for the last canister of the ooze that created the Turtles, with which Shredder wants to unleash an army of new mutants.",1h 28m,['Michael Pressman'],"['Kevin Eastman', 'Peter Laird', 'Todd W. Langen']","['Paige Turco', 'David Warner', 'Michelan Sisti']",6.0
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,108308,https://www.imdb.com/title/tt0108308/,Teenage Mutant Ninja Turtles III,1993,"When their closest friend April O'Neil discovers an ancient scepter with magical powers, the turtles must cow-a-bunga their way back to 17th century Japan to rescue her from the evil clutches of Lord Norinaga.",1h 36m,['Stuart Gillard'],"['Kevin Eastman', 'Peter Laird', 'Stuart Gillard']","['Elias Koteas', 'Paige Turco', 'Stuart Wilson']",4.7
3441,Red Dawn (1984),Action|Drama|War,87985,https://www.imdb.com/title/tt0087985/,Red Dawn,1984,"It is the dawn of World War III. In the west mountains of America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.",1h 54m,['John Milius'],"['Kevin Reynolds', 'John Milius']","['Patrick Swayze', 'C. Thomas Howell', 'Lea Thompson']",6.3
3442,Band of the Hand (1986),Action|Crime|Drama,90693,https://www.imdb.com/title/tt0090693/,Band of the Hand,1986,Five juvenile lost causes are sent to the Everglades where a war veteran tries to reform them using survival tactics. Their new skills and resolve are tested when a Miami drug lord targets them for trying to clean up their neighborhood.,1h 49m,['Paul Michael Glaser'],"['Leo Garen', 'Jack Baran']","['Stephen Lang', 'Michael Carmine', 'Lauren Holly']",6.1
3444,Bloodsport (1988),Action,92675,https://www.imdb.com/title/tt0092675/,Bloodsport,1988,"""Bloodsport"" follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur.",1h 32m,['Newt Arnold'],"['Sheldon Lettich', 'Christopher Cosby', 'Mel Friedman']","['Jean-Claude Van Damme', 'Donald Gibb', 'Leah Ayres']",6.8
3445,Eyes of Laura Mars (1978),Mystery|Thriller,77530,https://www.imdb.com/title/tt0077530/,Eyes of Laura Mars,1978,A famous fashion photographer develops a disturbing ability to see through the eyes of a killer.,1h 44m,['Irvin Kershner'],"['John Carpenter', 'David Zelag Goodman', 'Tommy Lee Jones']","['Faye Dunaway', 'Tommy Lee Jones', 'Brad Dourif']",6.1
3446,Funny Bones (1995),Comedy|Drama,113133,https://www.imdb.com/title/tt0113133/,Funny Bones,1995,An unsuccessful comedian uncovers a family secret and learns the true price of letting inherent talent shine.,2h 8m,['Peter Chelsom'],"['Peter Chelsom', 'Peter Flannery']","['Jerry Lewis', 'Oliver Platt', 'Lee Evans']",6.7
3447,"Good Earth, The (1937)",Drama,28944,https://www.imdb.com/title/tt0028944/,The Good Earth,1937,"Although married Chinese farmers Wang and O-Lan initially experience success, their lives are complicated by declining fortunes and lean times, as well as the arrival of the beautiful young Lotus.",2h 18m,"['Sidney Franklin', 'Victor Fleming', 'Gustav MachatÃ½']","['Talbot Jennings', 'Tess Slesinger', 'Claudine West']","['Paul Muni', 'Luise Rainer', 'Walter Connolly']",7.5
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,93105,https://www.imdb.com/title/tt0093105/,"Good Morning, Vietnam",1987,"In 1965, an unorthodox and irreverent DJ named Adrian Cronauer begins to shake up things when he is assigned to the U.S. Armed Services radio station in Vietnam.",2h 1m,['Barry Levinson'],['Mitch Markowitz'],"['Robin Williams', 'Forest Whitaker', 'Tom. T. Tran']",7.3
3449,"Good Mother, The (1988)",Drama,95238,https://www.imdb.com/title/tt0095238/,The Good Mother,1988,A divorced mother may lose custody of her young daughter to her ex-husband after he learns that the little girl crawled into bed with the mother and her boyfriend.,1h 43m,['Leonard Nimoy'],"['Michael Bortman', 'Sue Miller']","['Diane Keaton', 'Liam Neeson', 'Jason Robards']",5.7
3450,Grumpy Old Men (1993),Comedy,107050,https://www.imdb.com/title/tt0107050/,Grumpy Old Men,1993,A lifelong feud between two neighbors since childhood only gets worse when a new female neighbor moves across the street.,1h 43m,['Donald Petrie'],['Mark Steven Johnson'],"['Jack Lemmon', 'Walter Matthau', 'Ann-Margret']",7.0
3451,Guess Who's Coming to Dinner (1967),Drama,61735,https://www.imdb.com/title/tt0061735/,Guess Who's Coming to Dinner,1967,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancÃ©.,1h 48m,['Stanley Kramer'],['William Rose'],"['Spencer Tracy', 'Sidney Poitier', 'Katharine Hepburn']",7.8
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,165929,https://www.imdb.com/title/tt0165929/,Romeo Must Die,2000,An avenging cop seeks out his brother's killer and falls for the daughter of a businessman who is involved in a money-deal with his father.,1h 55m,['Andrzej Bartkowiak'],"['Mitchell Kapner', 'Eric Bernt', 'John Jarrell']","['Jet Li', 'Aaliyah', 'Isaiah Washington']",6.1
3453,Here on Earth (2000),Drama|Romance,195778,https://www.imdb.com/title/tt0195778/,Here on Earth,2000,A rich college kid is taught a lesson after a joy ride ends up destroying a country restaurant.,1h 36m,['Mark Piznarski'],['Michael Seitzman'],"['Chris Klein', 'Leelee Sobieski', 'Josh Hartnett']",5.1
3454,Whatever It Takes (2000),Comedy|Romance,202402,https://www.imdb.com/title/tt0202402/,Whatever It Takes,2000,A modern-day remake of the Cyrano DeBergerac tale.,1h 34m,['David Raynr'],['Mark Schwahn'],"['Shane West', 'Marla Sokoloff', ""Jodi Lyn O'Keefe""]",5.4
3456,"Color of Paradise, The (Rang-e Khoda) (1999)",Drama,191043,https://www.imdb.com/title/tt0191043/,The Color of Paradise,1999,"The story of Mohammed, a blind Iranian boy and his father, Hashem, who is always oscillating between accepting his son as he is and abandoning him, as he represents a burden for him, after the loss of his wife.",1h 30m,['Majid Majidi'],['Majid Majidi'],"['Hossein Mahjoub', 'Mohsen Ramezani', 'Salameh Feyzi']",8.2
3457,Waking the Dead (1999),Drama|Thriller,127349,https://www.imdb.com/title/tt0127349/,Waking the Dead,2000,"A congressional candidate questions his sanity after seeing the love of his life, presumed dead, suddenly emerge.",1h 45m,['Keith Gordon'],"['Scott Spencer', 'Robert Dillon']","['Billy Crudup', 'Bill Haugland', 'Nelson Landrieu']",6.5
3459,Gothic (1986),Drama|Horror,91142,https://www.imdb.com/title/tt0091142/,Gothic,1986,The Shelleys visit Lord Byron and compete to write a horror story.,1h 27m,['Ken Russell'],"['Stephen Volk', 'Lord Byron', 'Percy Bysshe Shelley']","['Gabriel Byrne', 'Julian Sands', 'Natasha Richardson']",5.6
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,57261,https://www.imdb.com/title/tt0057261/,Lord of the Flies,1963,Schoolboys marooned on a Pacific island create their own savage civilization.,1h 32m,['Peter Brook'],"['William Golding', 'Peter Brook']","['James Aubrey', 'Tom Chapin', 'Hugh Edwards']",6.9
3462,Modern Times (1936),Comedy|Drama|Romance,27977,https://www.imdb.com/title/tt0027977/,Modern Times,1936,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,1h 27m,['Charles Chaplin'],['Charles Chaplin'],"['Charles Chaplin', 'Paulette Goddard', 'Henry Bergman']",8.5
3463,Last Resort (1994),Comedy,110629,https://www.imdb.com/title/tt0110629/,Last Resort,1994,"Sam and Dave are living the boring life until they are beckoned to Sam's uncle's Island. When they get there (still not quite sure how that worked) they are compelled by beautiful women and a dastardly enemy of the Island. After accidentally convincing Sam's uncle to sign away rights to his island, they must somehow fix the problem.",1h 30m,['Rafal Zielinski'],"['Patrick Labyorteaux', 'Damian Lee']","['Corey Feldman', 'Corey Haim', 'Maureen Flannigan']",2.7
3464,Solar Crisis (1993),Sci-Fi|Thriller,100649,https://www.imdb.com/title/tt0100649/,Solar Crisis,1990,A huge Solar flare is predicted to fry Earth. Astronauts must fly to the sun to drop a talking bomb (Freddy) at the right time so the flare will point somewhere else. Giant IXL Corp C.E.O. Teague thinks the flare won't happen and wants the mission to fail so he can buy the planet cheaply while the scare lasts. Employee Haas prepares a surprise for the astronauts. Whil... Read all,1h 52m,"['Richard C. Sarafian', 'Arthur Marks']","['Takeshi Kawata', 'Joe Gannon', 'Tedi Sarafian']","['Tim Matheson', 'Charlton Heston', 'Peter Boyle']",4.0
3465,That's Life! (1986),Drama,92079,https://www.imdb.com/title/tt0092079/,That's Life!,1986,A wealthy yet depressed architect and his sympathetic wife strive to conquer their life issues in anticipation of Harvey Fairchild's (Jack Lemmon's) 60th birthday party.,1h 42m,['Blake Edwards'],"['Milton Wexler', 'Blake Edwards']","['Jack Lemmon', 'Julie Andrews', 'Sally Kellerman']",6.0
3466,Heart and Souls (1993),Comedy|Fantasy,107091,https://www.imdb.com/title/tt0107091/,Heart and Souls,1993,An unhappy businessman finds a new sense of purpose after he's tasked with helping a quartet of ghosts fulfill their last wishes before moving on to the afterlife.,1h 44m,['Ron Underwood'],"['Gregory Hansen', 'Erik Hansen', 'Brent Maddock']","['Robert Downey Jr.', 'Charles Grodin', 'Alfre Woodard']",6.9
3467,Hud (1963),Drama|Western,57163,https://www.imdb.com/title/tt0057163/,Hud,1963,"Honest and hard-working Texas rancher Homer Bannon has a conflict with his unscrupulous, selfish, arrogant and egotistical son Hud, who sank into alcoholism after accidentally killing his brother in a car crash.",1h 52m,['Martin Ritt'],"['Irving Ravetch', 'Harriet Frank Jr.', 'Larry McMurtry']","['Paul Newman', 'Melvyn Douglas', 'Patricia Neal']",7.8
3468,"Hustler, The (1961)",Drama,54997,https://www.imdb.com/title/tt0054997/,The Hustler,1961,An up-and-coming pool player plays a long-time champion in a single high-stakes match.,2h 14m,['Robert Rossen'],"['Sidney Carroll', 'Robert Rossen', 'Walter Tevis']","['Paul Newman', 'Jackie Gleason', 'Piper Laurie']",8.0
3469,Inherit the Wind (1960),Drama,53946,https://www.imdb.com/title/tt0053946/,Inherit the Wind,1960,"Based on a real-life case in 1925, two great lawyers argue the case for and against a Tennessee science teacher accused of the crime of teaching evolution.",2h 8m,['Stanley Kramer'],"['Nedrick Young', 'Harold Jacob Smith', 'Jerome Lawrence']","['Spencer Tracy', 'Fredric March', 'Gene Kelly']",8.1
3470,Dersu Uzala (1974),Adventure|Drama,71411,https://www.imdb.com/title/tt0071411/,Dersu Uzala,1975,The Russian army sends an explorer on an expedition to the snowy Siberian wilderness where he makes friends with a seasoned local hunter.,2h 22m,['Akira Kurosawa'],"['Akira Kurosawa', 'Yuriy Nagibin', 'Vladimir Arsenev']","['Maksim Munzuk', 'Yuriy Solomin', 'Mikhail Bychkov']",8.2
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,75860,https://www.imdb.com/title/tt0075860/,Close Encounters of the Third Kind,1977,"Roy Neary, an Indiana electric lineman, finds his quiet and ordinary daily life turned upside down after a close encounter with a UFO, spurring him to an obsessed cross-country quest for answers as a momentous event approaches.",2h 18m,['Steven Spielberg'],"['Steven Spielberg', 'Hal Barwood', 'Jerry Belson']","['Richard Dreyfuss', 'FranÃ§ois Truffaut', 'Teri Garr']",7.6
3473,Jonah Who Will Be 25 in the Year 2000 (1976),Comedy,74718,https://www.imdb.com/title/tt0074718/,Jonah Who Will Be 25 in the Year 2000,1976,"The European equivalent of ""The Return of the Secaucus 7,"" this Swiss film looks at the lives of several men and women in their 30s as they confront the slim gains of the ""revolutionary"" sixties. Max, a dissatisfied copy editor; Myriam, a redhead into tantric sex; and Marie, a supermarket checker who gives unauthorized discounts to the elderly, search for renewed mean... Read all",1h 56m,['Alain Tanner'],"['John Berger', 'Alain Tanner']","['Myriam Boyer', 'Jean-Luc Bideau', 'Miou-Miou']",7.5
3474,Retroactive (1997),Sci-Fi|Thriller,117468,https://www.imdb.com/title/tt0117468/,Retroactive,1997,A psychiatrist makes multiple trips through time to save a woman that was murdered by her brutal husband.,1h 31m,['Louis Morneau'],"['Michael Hamilton-Wright', 'Robert Strauss', 'Phillip Badger']","['Jim Belushi', 'Kylie Travis', 'Shannon Whirry']",6.2
3475,"Place in the Sun, A (1951)",Drama|Romance,43924,https://www.imdb.com/title/tt0043924/,A Place in the Sun,1951,A poor boy gets a job working for his rich uncle and ends up falling in love with two women.,2h 2m,['George Stevens'],"['Theodore Dreiser', 'Patrick Kearney', 'Michael Wilson']","['Montgomery Clift', 'Elizabeth Taylor', 'Shelley Winters']",7.7
3476,Jacob's Ladder (1990),Horror|Mystery,99871,https://www.imdb.com/title/tt0099871/,Jacob's Ladder,1990,"Mourning his dead child, a haunted Vietnam War veteran attempts to uncover his past while suffering from a severe case of dissociation. To do so, he must decipher reality and life from his own dreams, delusions, and perceptions of death.",1h 53m,['Adrian Lyne'],['Bruce Joel Rubin'],"['Tim Robbins', 'Elizabeth PeÃ±a', 'Danny Aiello']",7.4
3477,Empire Records (1995),Comedy|Drama,112950,https://www.imdb.com/title/tt0112950/,Empire Records,1995,Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.,1h 30m,['Allan Moyle'],['Carol Heikkinen'],"['Anthony LaPaglia', 'Debi Mazar', 'Maxwell Caulfield']",6.7
3478,"Bamba, La (1987)",Drama,93378,https://www.imdb.com/title/tt0093378/,La Bamba,1987,Biographical story of the rise from nowhere of early rock and roll singer Ritchie Valens who died at age 17 in a plane crash with Buddy Holly and The Big Bopper.,1h 48m,['Luis Valdez'],['Luis Valdez'],"['Lou Diamond Phillips', 'Esai Morales', 'Rosanna DeSoto']",6.9
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,89457,https://www.imdb.com/title/tt0089457/,Ladyhawke,1985,"The thief Gaston escapes the dungeon of medieval Aquila through the latrine. Soldiers are about to kill him when Navarre saves him. Navarre, traveling with his spirited hawk, plans to kill the bishop of Aquila with help from Gaston.",2h 1m,['Richard Donner'],"['Edward Khmara', 'Michael Thomas', 'Tom Mankiewicz']","['Matthew Broderick', 'Rutger Hauer', 'Michelle Pfeiffer']",6.9
3480,Lucas (1986),Drama|Romance,91445,https://www.imdb.com/title/tt0091445/,Lucas,1986,"A socially inept fourteen-year-old experiences heartbreak for the first time when his two best friends - Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love - fall for each other.",1h 40m,['David Seltzer'],['David Seltzer'],"['Corey Haim', 'Kerri Green', 'Charlie Sheen']",6.9
3481,High Fidelity (2000),Comedy|Drama|Romance,146882,https://www.imdb.com/title/tt0146882/,High Fidelity,2000,"Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress.",1h 53m,['Stephen Frears'],"['Nick Hornby', 'D.V. DeVincentis', 'Steve Pink']","['John Cusack', 'Iben Hjejle', 'Todd Louiso']",7.4
3483,"Road to El Dorado, The (2000)",Animation|Children,138749,https://www.imdb.com/title/tt0138749/,The Road to El Dorado,2000,"Two swindlers get their hands on a map to the fabled city of gold, El Dorado.",1h 29m,"['Bibo Bergeron', 'Don Paul', 'Jeffrey Katzenberg']","['Terry Rossio', 'Ted Elliott', 'Karey Kirkpatrick']","['Kevin Kline', 'Kenneth Branagh', 'Rosie Perez']",6.9
3484,"Skulls, The (2000)",Thriller,192614,https://www.imdb.com/title/tt0192614/,The Skulls,2000,"A senior at an ivy league college, who depends on scholarships and working on the side, gets accepted into the secret society The Skulls. He hopes it betters chances at Harvard but The Skulls is not what he thought and comes at a price.",1h 46m,['Rob Cohen'],['John Pogue'],"['Joshua Jackson', 'Paul Walker', 'Hill Harper']",5.6
3486,Devil Girl From Mars (1954),Sci-Fi,46907,https://www.imdb.com/title/tt0046907/,Devil Girl from Mars,1954,"An uptight, leather-clad female alien, armed with a ray gun and accompanied by a menacing robot, comes to Earth to collect Earth's men as breeding stock.",1h 17m,['David MacDonald'],"['John C. Mather', 'James Eastwood']","['Hugh McDermott', 'Hazel Court', 'Peter Reynolds']",4.9
3487,"Dorado, El (1967)",Western,61619,https://www.imdb.com/title/tt0061619/,El Dorado,1966,"Cole Thornton, a gunfighter for hire, joins forces with an old friend, Sheriff J.P. Hara. Together with an old Indian fighter and a gambler, they help a rancher and his family fight a rival rancher that is trying to steal their water.",2h 6m,['Howard Hawks'],"['Leigh Brackett', 'Harry Brown']","['John Wayne', 'Robert Mitchum', 'James Caan']",7.6
3488,"Hideous Sun Demon, The (1959)",Horror|Sci-Fi,52888,https://www.imdb.com/title/tt0052888/,The Hideous Sun Demon,1958,"After exposure to radiation, an atomic research scientist finds himself changing into a murderous, lizard-like creature every time he is exposed to sunlight.",1h 14m,"['Robert Clarke', 'Tom Boutross']","['E.S. Seeley Jr.', 'Doane R. Hoag', 'Robert Clarke']","['Robert Clarke', 'Patricia Manning', 'Nan Peterson']",4.3
3489,Hook (1991),Adventure|Comedy|Fantasy,102057,https://www.imdb.com/title/tt0102057/,Hook,1991,"When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.",2h 22m,['Steven Spielberg'],"['J.M. Barrie', 'James V. Hart', 'Nick Castle']","['Dustin Hoffman', 'Robin Williams', 'Julia Roberts']",6.8
3490,Horror Express (1972),Horror,68713,https://www.imdb.com/title/tt0068713/,Horror Express,1972,"While travelling on the Trans-Siberian Express, an anthropologist and his rival must contain the threat posed by the former's cargo: a prehistoric ape which is the host for a lifeform that is absorbing the minds of the passengers and crew.",1h 28m,['Eugenio MartÃ­n'],"[""Arnaud d'Usseau"", 'Julian Zimet']","['Christopher Lee', 'Peter Cushing', 'Alberto de Mendoza']",6.5
3491,My Chauffeur (1986),Comedy,91579,https://www.imdb.com/title/tt0091579/,My Chauffeur,1986,A free-spirited young woman (Deborah Foreman) upsets the status quo at a stuffy Brentwood limousine service.,1h 37m,['David Beaird'],['David Beaird'],"['Deborah Foreman', 'Sam J. Jones', 'Sean McClory']",5.5
3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,17416,https://www.imdb.com/title/tt0017416/,The Son of the Sheik,1926,"The son of the sheik and a dancing girl fall in love, but when he is made to believe she has betrayed him he seeks revenge.",1h 8m,['George Fitzmaurice'],"['Edith Maude Hull', 'Frances Marion', 'FrÃ©dÃ©rique De GrÃ©sac']","['Rudolph Valentino', 'Vilma BÃ¡nky', 'George Fawcett']",6.6
3494,True Grit (1969),Adventure|Drama|Western,65126,https://www.imdb.com/title/tt0065126/,True Grit,1969,"A drunken, hard-nosed U.S. Marshal and a Texas Ranger help a stubborn teenager track down her father's murderer in Indian Territory.",2h 8m,['Henry Hathaway'],"['Charles Portis', 'Marguerite Roberts']","['John Wayne', 'Kim Darby', 'Glen Campbell']",7.4
3495,Roadside Prophets (1992),Comedy|Drama,105267,https://www.imdb.com/title/tt0105267/,Roadside Prophets,1992,Two strangers meet on the road and travel through Nevada on motorcycle to find an elusive spot where they can dump another man's ashes.,1h 36m,['Abbe Wool'],['Abbe Wool'],"['John Doe', 'Adam Horovitz', 'David Anthony Marshall']",6.4
3496,Madame Sousatzka (1988),Drama,95564,https://www.imdb.com/title/tt0095564/,Madame Sousatzka,1988,"Renowned Russian piano teacher Irina Sousatzka gets a new student - Bengali piano prodigy Manek. They are both immigrants in the UK and bond quickly. When Manek's single mother's business fails, he must make a career decision.",2h 2m,['John Schlesinger'],"['Bernice Rubens', 'Ruth Prawer Jhabvala', 'John Schlesinger']","['Shirley MacLaine', 'Navin Chowdhry', 'Peggy Ashcroft']",6.6
3497,Max Dugan Returns (1983),Comedy,85919,https://www.imdb.com/title/tt0085919/,Max Dugan Returns,1983,An English teacher and struggling single mother has her life disrupted when the father who abandoned her as a child comes back into her life.,1h 38m,['Herbert Ross'],['Neil Simon'],"['Jason Robards', 'Marsha Mason', 'Donald Sutherland']",6.6
3498,Midnight Express (1978),Drama,77928,https://www.imdb.com/title/tt0077928/,Midnight Express,1978,"Billy Hayes, an American college student, is caught smuggling drugs out of Turkey and thrown into prison.",2h 1m,['Alan Parker'],"['Oliver Stone', 'Billy Hayes', 'William Hoffer']","['Brad Davis', 'Irene Miracle', 'Bo Hopkins']",7.5
3499,Misery (1990),Drama|Horror|Thriller,100157,https://www.imdb.com/title/tt0100157/,Misery,1990,"After a famous author is rescued from a car crash by a fan of his novels, he comes to realize that the care he is receiving is only the beginning of a nightmare of captivity and abuse.",1h 47m,['Rob Reiner'],"['Stephen King', 'William Goldman']","['James Caan', 'Kathy Bates', 'Richard Farnsworth']",7.8
3500,Mr. Saturday Night (1992),Comedy|Drama,104928,https://www.imdb.com/title/tt0104928/,Mr. Saturday Night,1992,"The life of Buddy Young, a comic legend in flashbacks but an old man looking for work in the present.",1h 59m,['Billy Crystal'],"['Billy Crystal', 'Lowell Ganz', 'Babaloo Mandel']","['Billy Crystal', 'David Paymer', 'Julie Warner']",5.9
3501,Murphy's Romance (1985),Comedy|Romance,89643,https://www.imdb.com/title/tt0089643/,Murphy's Romance,1985,"Emma moves to a ranch with her son after a divorce and befriends the older Murphy, but things turn complicated when her ex shows up.",1h 47m,['Martin Ritt'],"['Max Schott', 'Harriet Frank Jr.', 'Irving Ravetch']","['Sally Field', 'James Garner', 'Brian Kerwin']",7.0
3502,My Life (1993),Drama,107630,https://www.imdb.com/title/tt0107630/,My Life,1993,A terminally ill man prepares for his death.,1h 57m,['Bruce Joel Rubin'],['Bruce Joel Rubin'],"['Michael Keaton', 'Nicole Kidman', 'Bradley Whitford']",6.8
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,69293,https://www.imdb.com/title/tt0069293/,Solaris,1972,A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,2h 47m,['Andrei Tarkovsky'],"['Stanislaw Lem', 'Fridrikh Gorenshteyn', 'Andrei Tarkovsky']","['Natalya Bondarchuk', 'Donatas Banionis', 'JÃ¼ri JÃ¤rvet']",8.0
3504,Network (1976),Comedy|Drama,74958,https://www.imdb.com/title/tt0074958/,Network,1976,"A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.",2h 1m,['Sidney Lumet'],['Paddy Chayefsky'],"['Faye Dunaway', 'William Holden', 'Peter Finch']",8.1
3505,No Way Out (1987),Drama|Mystery|Thriller,93640,https://www.imdb.com/title/tt0093640/,No Way Out,1987,A coverup and witchhunt occur after a politician accidentally kills his mistress.,1h 54m,['Roger Donaldson'],"['Kenneth Fearing', 'Robert Garland']","['Kevin Costner', 'Gene Hackman', 'Sean Young']",7.1
3506,North Dallas Forty (1979),Comedy|Drama,79640,https://www.imdb.com/title/tt0079640/,North Dallas Forty,1979,A satire of American professional football in which a veteran pass-catcher's individuality and refusal to become part of the team family is bitterly resented by his disciplinarian coaches.,1h 59m,['Ted Kotcheff'],"['Peter Gent', 'Frank Yablans', 'Ted Kotcheff']","['Nick Nolte', 'Charles Durning', 'Mac Davis']",6.9
3507,"Odd Couple, The (1968)",Comedy,63374,https://www.imdb.com/title/tt0063374/,The Odd Couple,1968,"A New Yorker newly separated from his wife moves in with his best friend, a divorced sportswriter, but their ideas of housekeeping and lifestyles are as different as night and day.",1h 45m,['Gene Saks'],['Neil Simon'],"['Jack Lemmon', 'Walter Matthau', 'John Fiedler']",7.6
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,75029,https://www.imdb.com/title/tt0075029/,The Outlaw Josey Wales,1976,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.,2h 15m,['Clint Eastwood'],"['Forrest Carter', 'Philip Kaufman', 'Sonia Chernus']","['Clint Eastwood', 'Sondra Locke', 'Chief Dan George']",7.8
3509,Black and White (1999),Drama,165643,https://www.imdb.com/title/tt0165643/,Black & White,1999,A group of white high school teens become involved with Harlem's black hip-hop crowd.,1h 38m,['James Toback'],['James Toback'],"['Ben Stiller', 'Allan Houston', 'Claudia Schiffer']",4.9
